title,summary,sector,stage,targetAmount,currency,problem_statement,problem_targetMarket,problem_marketSize,solution_description,solution_uniqueValue,solution_competitiveAdvantage,businessModel_revenueStreams,businessModel_pricingStrategy,businessModel_customerAcquisition,financials_currentRevenue,financials_projectedRevenue,financials_burnRate,financials_runway,status
IronSync,IronSync is preparing a commercial platform connected to credential verification within the edtech sector and is seeking funding to complete product development and marketing activities.,edtech,idea,454920,EUR,"vocational training providers face ongoing coordination challenges related to credential verification, although the scale of the issue varies across regions.",vocational training providers,The company references a large international customer base without quantified segmentation,IronSync plans to introduce a platform related to credential verification with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,Management believes the market remains open to new entrants without significant barriers.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Direct procurement outreach; channel reseller agreements; referral incentives,0,51543976,423660,8 months,rejected
VectorSystems,VectorSystems is preparing a commercial platform connected to crop procurement tracking within the ecommerce sector and is seeking funding to complete product development and marketing activities.,ecommerce,idea,7981366,SGD,"The current environment around crop procurement tracking appears difficult for some operators, though quantitative benchmarks are limited.",grain cooperatives,Management estimates the market opportunity to be substantial across multiple regions,VectorSystems plans to introduce a platform related to crop procurement tracking with a combination of automation features and reporting tools for commercial users.,Deployment architecture supports intermittent connectivity environments common across secondary markets.,The company expects product flexibility to support future differentiation as the market evolves.,Transaction commissions; enterprise licensing; compliance reporting services,Monthly subscription structure combined with one-time deployment charges.,Pilot deployments with anchor customers; sector trade events; executive referrals,0,64342844,588876,5 months,rejected
SignalHealth,SignalHealth develops operational software for property managers managing tenant documentation. The company is raising capital to expand enterprise integrations and scale regional sales operations.,agritech,pre-seed,296255,EUR,"Independent property managers rely on fragmented tenant documentation workflows, resulting in delayed reporting cycles and unresolved transaction discrepancies.",property managers,$69.8B estimated annual addressable spend across 21 national markets,"SignalHealth provides a cloud platform that centralizes tenant documentation, connects external data feeds, and automates exception handling through configurable workflows.",Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,The founding team previously managed operational infrastructure within the target industry and secured early reference accounts.,Subscription contracts; onboarding fees; API access charges,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Direct procurement outreach; channel reseller agreements; referral incentives,619791,3098955,125649,16 months,approved
LatticePilot,LatticePilot develops operational software for solar installers managing maintenance dispatch. The company is raising capital to expand enterprise integrations and scale regional sales operations.,proptech,idea,3803959,SGD,"Companies handling maintenance dispatch lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",solar installers,$15.5B estimated annual addressable spend across 4 national markets,"LatticePilot provides a cloud platform that centralizes maintenance dispatch, connects external data feeds, and automates exception handling through configurable workflows.",Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,Exclusive access to proprietary operational datasets improves forecasting accuracy during onboarding.,Annual platform subscriptions; implementation services; support retainers,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Industry association partnerships; outbound enterprise sales; regional conferences,57054,171162,29708,30 months,approved
SummitPilot,SummitPilot is preparing a commercial platform connected to patient referral management within the ecommerce sector and is seeking funding to complete product development and marketing activities.,ecommerce,series-a,2818092,SGD,Businesses involved in patient referral management often mention administrative inefficiencies but purchasing priorities remain inconsistent.,municipal clinics,Internal assumptions suggest broad demand among digital businesses,SummitPilot plans to introduce a platform related to patient referral management with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,The company expects product flexibility to support future differentiation as the market evolves.,Subscription contracts; onboarding fees; API access charges,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Pilot deployments with anchor customers; sector trade events; executive referrals,0,62249443,208551,4 months,rejected
ApexAnalytics,ApexAnalytics is preparing a commercial platform connected to maintenance dispatch within the logistics sector and is seeking funding to complete product development and marketing activities.,logistics,series-a,1106698,GBP,Businesses involved in maintenance dispatch often mention administrative inefficiencies but purchasing priorities remain inconsistent.,solar installers,Management estimates the market opportunity to be substantial across multiple regions,ApexAnalytics plans to introduce a platform related to maintenance dispatch with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,The business intends to establish brand recognition following product launch activities.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Targeted account-based marketing; implementation partners; compliance webinars,13179,68593826,330993,7 months,rejected
LatticeCloud,LatticeCloud is preparing a commercial platform connected to inventory forecasting within the fintech sector and is seeking funding to complete product development and marketing activities.,fintech,idea,2266237,EUR,"retail distributors face ongoing coordination challenges related to inventory forecasting, although the scale of the issue varies across regions.",retail distributors,Internal assumptions suggest broad demand among digital businesses,LatticeCloud plans to introduce a platform related to inventory forecasting with a combination of automation features and reporting tools for commercial users.,The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,The company expects product flexibility to support future differentiation as the market evolves.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Industry association partnerships; outbound enterprise sales; regional conferences,0,22732055,296598,6 months,rejected
PioneerChain,PioneerChain develops operational software for warehouse operators managing fleet scheduling. The company is raising capital to expand enterprise integrations and scale regional sales operations.,proptech,idea,5724241,SGD,"Companies handling fleet scheduling lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",warehouse operators,$53.6B estimated annual addressable spend across 23 national markets,"PioneerChain provides a cloud platform that centralizes fleet scheduling, connects external data feeds, and automates exception handling through configurable workflows.",Deployment architecture supports intermittent connectivity environments common across secondary markets.,Exclusive access to proprietary operational datasets improves forecasting accuracy during onboarding.,Subscription contracts; onboarding fees; API access charges,Monthly subscription structure combined with one-time deployment charges.,Industry association partnerships; outbound enterprise sales; regional conferences,1499018,4497054,81124,20 months,approved
CinderLogic,CinderLogic is preparing a commercial platform connected to contract review within the proptech sector and is seeking funding to complete product development and marketing activities.,proptech,seed,7796576,AED,"mid-sized law firms face ongoing coordination challenges related to contract review, although the scale of the issue varies across regions.",mid-sized law firms,Internal assumptions suggest broad demand among digital businesses,CinderLogic plans to introduce a platform related to contract review with a combination of automation features and reporting tools for commercial users.,The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,The company expects product flexibility to support future differentiation as the market evolves.,Subscription contracts; onboarding fees; API access charges,Monthly subscription structure combined with one-time deployment charges.,Industry association partnerships; outbound enterprise sales; regional conferences,10636,36663504,154739,5 months,rejected
DeltaPilot,DeltaPilot develops operational software for solar installers managing maintenance dispatch. The company is raising capital to expand enterprise integrations and scale regional sales operations.,logistics,seed,3882650,GBP,"Independent solar installers rely on fragmented maintenance dispatch workflows, resulting in delayed reporting cycles and unresolved transaction discrepancies.",solar installers,$76.8B estimated annual addressable spend across 13 national markets,"DeltaPilot provides a cloud platform that centralizes maintenance dispatch, connects external data feeds, and automates exception handling through configurable workflows.",The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,Existing distribution agreements with sector operators provide direct access to procurement teams across three countries.,Annual platform subscriptions; implementation services; support retainers,Monthly subscription structure combined with one-time deployment charges.,Direct procurement outreach; channel reseller agreements; referral incentives,1381068,4143204,249436,17 months,approved
PeakMetrics,PeakMetrics is preparing a commercial platform connected to credential verification within the logistics sector and is seeking funding to complete product development and marketing activities.,logistics,series-a,1110884,AED,"vocational training providers face ongoing coordination challenges related to credential verification, although the scale of the issue varies across regions.",vocational training providers,Leadership expects long-term expansion as adoption of software tools increases,PeakMetrics plans to introduce a platform related to credential verification with a combination of automation features and reporting tools for commercial users.,The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,"Several competitors operate in adjacent categories, though management expects demand to expand over time.",Subscription contracts; onboarding fees; API access charges,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Direct procurement outreach; channel reseller agreements; referral incentives,0,83933781,506626,7 months,rejected
NorthGrid,NorthGrid is preparing a commercial platform connected to inventory forecasting within the proptech sector and is seeking funding to complete product development and marketing activities.,proptech,series-a,3514308,USD,"retail distributors face ongoing coordination challenges related to inventory forecasting, although the scale of the issue varies across regions.",retail distributors,Leadership expects long-term expansion as adoption of software tools increases,NorthGrid plans to introduce a platform related to inventory forecasting with a combination of automation features and reporting tools for commercial users.,Deployment architecture supports intermittent connectivity environments common across secondary markets.,The company expects product flexibility to support future differentiation as the market evolves.,Transaction commissions; enterprise licensing; compliance reporting services,Monthly subscription structure combined with one-time deployment charges.,Direct procurement outreach; channel reseller agreements; referral incentives,424,43780536,551652,2 months,rejected
CobaltLogic,CobaltLogic develops operational software for property managers managing tenant documentation. The company is raising capital to expand enterprise integrations and scale regional sales operations.,logistics,series-a,1818435,GBP,"Companies handling tenant documentation lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",property managers,$22.5B estimated annual addressable spend across 15 national markets,"CobaltLogic provides a cloud platform that centralizes tenant documentation, connects external data feeds, and automates exception handling through configurable workflows.",Deployment architecture supports intermittent connectivity environments common across secondary markets.,The founding team previously managed operational infrastructure within the target industry and secured early reference accounts.,Subscription contracts; onboarding fees; API access charges,Monthly subscription structure combined with one-time deployment charges.,Direct procurement outreach; channel reseller agreements; referral incentives,2097536,12585216,88575,22 months,approved
DeltaBridge,DeltaBridge is preparing a commercial platform connected to tenant documentation within the legaltech sector and is seeking funding to complete product development and marketing activities.,legaltech,idea,5879023,GBP,"property managers face ongoing coordination challenges related to tenant documentation, although the scale of the issue varies across regions.",property managers,Internal assumptions suggest broad demand among digital businesses,DeltaBridge plans to introduce a platform related to tenant documentation with a combination of automation features and reporting tools for commercial users.,Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,Management believes the market remains open to new entrants without significant barriers.,Subscription contracts; onboarding fees; API access charges,Usage-based pricing indexed to transaction activity and storage requirements.,Direct procurement outreach; channel reseller agreements; referral incentives,6563,5015831,522110,5 months,rejected
SignalFlow,SignalFlow develops operational software for regional freight operators managing cross-border payment reconciliation. The company is raising capital to expand enterprise integrations and scale regional sales operations.,logistics,series-a,1501472,EUR,"Companies handling cross-border payment reconciliation lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",regional freight operators,$62.5B estimated annual addressable spend across 20 national markets,"SignalFlow provides a cloud platform that centralizes cross-border payment reconciliation, connects external data feeds, and automates exception handling through configurable workflows.",Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,Multi-year integration relationships with incumbent vendors create switching barriers for competing entrants.,Subscription contracts; onboarding fees; API access charges,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Industry association partnerships; outbound enterprise sales; regional conferences,250407,2003256,205010,24 months,approved
CobaltBase,CobaltBase is preparing a commercial platform connected to cross-border payment reconciliation within the cleantech sector and is seeking funding to complete product development and marketing activities.,cleantech,series-a,4239405,AED,Businesses involved in cross-border payment reconciliation often mention administrative inefficiencies but purchasing priorities remain inconsistent.,regional freight operators,Management estimates the market opportunity to be substantial across multiple regions,CobaltBase plans to introduce a platform related to cross-border payment reconciliation with a combination of automation features and reporting tools for commercial users.,Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,Management believes the market remains open to new entrants without significant barriers.,Transaction commissions; enterprise licensing; compliance reporting services,Monthly subscription structure combined with one-time deployment charges.,Direct procurement outreach; channel reseller agreements; referral incentives,533,6122325,807012,5 months,rejected
CinderFlow,CinderFlow develops operational software for grain cooperatives managing crop procurement tracking. The company is raising capital to expand enterprise integrations and scale regional sales operations.,logistics,seed,2797128,EUR,"grain cooperatives continue to manage crop procurement tracking through spreadsheets and email coordination, increasing operating losses and compliance exposure.",grain cooperatives,$12.0B estimated annual addressable spend across 4 national markets,"CinderFlow provides a cloud platform that centralizes crop procurement tracking, connects external data feeds, and automates exception handling through configurable workflows.",Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,The founding team previously managed operational infrastructure within the target industry and secured early reference accounts.,Annual platform subscriptions; implementation services; support retainers,Monthly subscription structure combined with one-time deployment charges.,Pilot deployments with anchor customers; sector trade events; executive referrals,370480,1111440,131366,30 months,approved
HarborWorks,HarborWorks develops operational software for warehouse operators managing fleet scheduling. The company is raising capital to expand enterprise integrations and scale regional sales operations.,proptech,seed,2219245,AED,"Independent warehouse operators rely on fragmented fleet scheduling workflows, resulting in delayed reporting cycles and unresolved transaction discrepancies.",warehouse operators,$89.1B estimated annual addressable spend across 7 national markets,"HarborWorks provides a cloud platform that centralizes fleet scheduling, connects external data feeds, and automates exception handling through configurable workflows.",Deployment architecture supports intermittent connectivity environments common across secondary markets.,Multi-year integration relationships with incumbent vendors create switching barriers for competing entrants.,Transaction commissions; enterprise licensing; compliance reporting services,Tiered annual contracts priced according to active accounts and processing volume.,Direct procurement outreach; channel reseller agreements; referral incentives,311177,933531,318371,18 months,approved
StoneFlow,StoneFlow is preparing a commercial platform connected to tenant documentation within the edtech sector and is seeking funding to complete product development and marketing activities.,edtech,idea,4993131,SGD,"property managers face ongoing coordination challenges related to tenant documentation, although the scale of the issue varies across regions.",property managers,The company references a large international customer base without quantified segmentation,StoneFlow plans to introduce a platform related to tenant documentation with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,"Several competitors operate in adjacent categories, though management expects demand to expand over time.",Annual platform subscriptions; implementation services; support retainers,Monthly subscription structure combined with one-time deployment charges.,Targeted account-based marketing; implementation partners; compliance webinars,2230,75456443,790701,5 months,rejected
ApexFlow,ApexFlow develops operational software for municipal clinics managing patient referral management. The company is raising capital to expand enterprise integrations and scale regional sales operations.,logistics,idea,5494152,SGD,"Independent municipal clinics rely on fragmented patient referral management workflows, resulting in delayed reporting cycles and unresolved transaction discrepancies.",municipal clinics,$56.1B estimated annual addressable spend across 5 national markets,"ApexFlow provides a cloud platform that centralizes patient referral management, connects external data feeds, and automates exception handling through configurable workflows.",Deployment architecture supports intermittent connectivity environments common across secondary markets.,Existing distribution agreements with sector operators provide direct access to procurement teams across three countries.,Subscription contracts; onboarding fees; API access charges,Tiered annual contracts priced according to active accounts and processing volume.,Pilot deployments with anchor customers; sector trade events; executive referrals,1834093,7336372,70498,21 months,approved
BlueGrid,BlueGrid develops operational software for property managers managing tenant documentation. The company is raising capital to expand enterprise integrations and scale regional sales operations.,cleantech,seed,3749822,GBP,"Companies handling tenant documentation lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",property managers,$16.5B estimated annual addressable spend across 11 national markets,"BlueGrid provides a cloud platform that centralizes tenant documentation, connects external data feeds, and automates exception handling through configurable workflows.",The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,Existing distribution agreements with sector operators provide direct access to procurement teams across three countries.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Industry association partnerships; outbound enterprise sales; regional conferences,1528370,4585110,207507,23 months,approved
ApexMetrics,ApexMetrics develops operational software for mid-sized law firms managing contract review. The company is raising capital to expand enterprise integrations and scale regional sales operations.,saas,series-a,5045460,AED,"mid-sized law firms continue to manage contract review through spreadsheets and email coordination, increasing operating losses and compliance exposure.",mid-sized law firms,$63.9B estimated annual addressable spend across 11 national markets,"ApexMetrics provides a cloud platform that centralizes contract review, connects external data feeds, and automates exception handling through configurable workflows.",Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,Exclusive access to proprietary operational datasets improves forecasting accuracy during onboarding.,Subscription contracts; onboarding fees; API access charges,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Industry association partnerships; outbound enterprise sales; regional conferences,686169,4803183,142941,16 months,approved
CinderMetrics,CinderMetrics is preparing a commercial platform connected to tenant documentation within the fintech sector and is seeking funding to complete product development and marketing activities.,fintech,series-a,7149716,USD,Businesses involved in tenant documentation often mention administrative inefficiencies but purchasing priorities remain inconsistent.,property managers,Management estimates the market opportunity to be substantial across multiple regions,CinderMetrics plans to introduce a platform related to tenant documentation with a combination of automation features and reporting tools for commercial users.,Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,"Several competitors operate in adjacent categories, though management expects demand to expand over time.",Subscription contracts; onboarding fees; API access charges,Usage-based pricing indexed to transaction activity and storage requirements.,Industry association partnerships; outbound enterprise sales; regional conferences,3335,18149693,502114,4 months,rejected
SummitMarkets,SummitMarkets develops operational software for insurance brokers managing claims intake. The company is raising capital to expand enterprise integrations and scale regional sales operations.,edtech,pre-seed,1571765,USD,"Independent insurance brokers rely on fragmented claims intake workflows, resulting in delayed reporting cycles and unresolved transaction discrepancies.",insurance brokers,$2.6B estimated annual addressable spend across 15 national markets,"SummitMarkets provides a cloud platform that centralizes claims intake, connects external data feeds, and automates exception handling through configurable workflows.",Deployment architecture supports intermittent connectivity environments common across secondary markets.,Exclusive access to proprietary operational datasets improves forecasting accuracy during onboarding.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Targeted account-based marketing; implementation partners; compliance webinars,1402469,11219752,193907,17 months,approved
GraniteMarkets,GraniteMarkets develops operational software for mid-sized law firms managing contract review. The company is raising capital to expand enterprise integrations and scale regional sales operations.,proptech,seed,7264263,GBP,"Independent mid-sized law firms rely on fragmented contract review workflows, resulting in delayed reporting cycles and unresolved transaction discrepancies.",mid-sized law firms,$51.7B estimated annual addressable spend across 5 national markets,"GraniteMarkets provides a cloud platform that centralizes contract review, connects external data feeds, and automates exception handling through configurable workflows.",The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,Exclusive access to proprietary operational datasets improves forecasting accuracy during onboarding.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Targeted account-based marketing; implementation partners; compliance webinars,2355394,18843152,92878,30 months,approved
VectorSync,VectorSync develops operational software for municipal clinics managing patient referral management. The company is raising capital to expand enterprise integrations and scale regional sales operations.,legaltech,seed,7794815,EUR,"Companies handling patient referral management lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",municipal clinics,$30.7B estimated annual addressable spend across 24 national markets,"VectorSync provides a cloud platform that centralizes patient referral management, connects external data feeds, and automates exception handling through configurable workflows.",The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,Exclusive access to proprietary operational datasets improves forecasting accuracy during onboarding.,Usage-based billing; premium analytics modules; integration retainers,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Pilot deployments with anchor customers; sector trade events; executive referrals,768484,4610904,259756,18 months,approved
PeakGrid,PeakGrid is preparing a commercial platform connected to fleet scheduling within the edtech sector and is seeking funding to complete product development and marketing activities.,edtech,pre-seed,2167271,GBP,Businesses involved in fleet scheduling often mention administrative inefficiencies but purchasing priorities remain inconsistent.,warehouse operators,The company references a large international customer base without quantified segmentation,PeakGrid plans to introduce a platform related to fleet scheduling with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,The business intends to establish brand recognition following product launch activities.,Usage-based billing; premium analytics modules; integration retainers,Usage-based pricing indexed to transaction activity and storage requirements.,Direct procurement outreach; channel reseller agreements; referral incentives,10758,79151560,635004,6 months,rejected
CobaltLabs,CobaltLabs is preparing a commercial platform connected to crop procurement tracking within the logistics sector and is seeking funding to complete product development and marketing activities.,logistics,seed,1604660,EUR,"grain cooperatives face ongoing coordination challenges related to crop procurement tracking, although the scale of the issue varies across regions.",grain cooperatives,Management estimates the market opportunity to be substantial across multiple regions,CobaltLabs plans to introduce a platform related to crop procurement tracking with a combination of automation features and reporting tools for commercial users.,The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,The company expects product flexibility to support future differentiation as the market evolves.,Transaction commissions; enterprise licensing; compliance reporting services,Usage-based pricing indexed to transaction activity and storage requirements.,Industry association partnerships; outbound enterprise sales; regional conferences,0,25461498,332631,2 months,rejected
IronLabs,IronLabs is preparing a commercial platform connected to claims intake within the legaltech sector and is seeking funding to complete product development and marketing activities.,legaltech,series-a,1193350,GBP,"insurance brokers face ongoing coordination challenges related to claims intake, although the scale of the issue varies across regions.",insurance brokers,Leadership expects long-term expansion as adoption of software tools increases,IronLabs plans to introduce a platform related to claims intake with a combination of automation features and reporting tools for commercial users.,The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,Management believes the market remains open to new entrants without significant barriers.,Annual platform subscriptions; implementation services; support retainers,Tiered annual contracts priced according to active accounts and processing volume.,Direct procurement outreach; channel reseller agreements; referral incentives,0,102872171,178627,8 months,rejected
RedwoodLabs,RedwoodLabs is preparing a commercial platform connected to inventory forecasting within the logistics sector and is seeking funding to complete product development and marketing activities.,logistics,idea,7594252,EUR,"retail distributors face ongoing coordination challenges related to inventory forecasting, although the scale of the issue varies across regions.",retail distributors,Internal assumptions suggest broad demand among digital businesses,RedwoodLabs plans to introduce a platform related to inventory forecasting with a combination of automation features and reporting tools for commercial users.,Deployment architecture supports intermittent connectivity environments common across secondary markets.,Management believes the market remains open to new entrants without significant barriers.,Transaction commissions; enterprise licensing; compliance reporting services,Usage-based pricing indexed to transaction activity and storage requirements.,Targeted account-based marketing; implementation partners; compliance webinars,10389,57111571,271553,2 months,rejected
StoneCapital,StoneCapital is preparing a commercial platform connected to maintenance dispatch within the logistics sector and is seeking funding to complete product development and marketing activities.,logistics,idea,340553,GBP,"The current environment around maintenance dispatch appears difficult for some operators, though quantitative benchmarks are limited.",solar installers,Leadership expects long-term expansion as adoption of software tools increases,StoneCapital plans to introduce a platform related to maintenance dispatch with a combination of automation features and reporting tools for commercial users.,Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,The business intends to establish brand recognition following product launch activities.,Usage-based billing; premium analytics modules; integration retainers,Tiered annual contracts priced according to active accounts and processing volume.,Targeted account-based marketing; implementation partners; compliance webinars,9869,62256183,722471,5 months,rejected
StoneLogic,StoneLogic develops operational software for mid-sized law firms managing contract review. The company is raising capital to expand enterprise integrations and scale regional sales operations.,healthtech,series-a,2171075,SGD,"mid-sized law firms continue to manage contract review through spreadsheets and email coordination, increasing operating losses and compliance exposure.",mid-sized law firms,$1.0B estimated annual addressable spend across 17 national markets,"StoneLogic provides a cloud platform that centralizes contract review, connects external data feeds, and automates exception handling through configurable workflows.",Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,Existing distribution agreements with sector operators provide direct access to procurement teams across three countries.,Transaction commissions; enterprise licensing; compliance reporting services,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Pilot deployments with anchor customers; sector trade events; executive referrals,1278981,5115924,320737,27 months,approved
HarborMarkets,HarborMarkets is preparing a commercial platform connected to cross-border payment reconciliation within the cleantech sector and is seeking funding to complete product development and marketing activities.,cleantech,series-a,7761582,SGD,"The current environment around cross-border payment reconciliation appears difficult for some operators, though quantitative benchmarks are limited.",regional freight operators,Internal assumptions suggest broad demand among digital businesses,HarborMarkets plans to introduce a platform related to cross-border payment reconciliation with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,"Several competitors operate in adjacent categories, though management expects demand to expand over time.",Transaction commissions; enterprise licensing; compliance reporting services,Tiered annual contracts priced according to active accounts and processing volume.,Pilot deployments with anchor customers; sector trade events; executive referrals,8252,14949574,259468,3 months,rejected
PeakAnalytics,PeakAnalytics develops operational software for warehouse operators managing fleet scheduling. The company is raising capital to expand enterprise integrations and scale regional sales operations.,proptech,pre-seed,3433724,SGD,"Companies handling fleet scheduling lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",warehouse operators,$45.4B estimated annual addressable spend across 10 national markets,"PeakAnalytics provides a cloud platform that centralizes fleet scheduling, connects external data feeds, and automates exception handling through configurable workflows.",The platform incorporates sector-specific compliance workflows rarely supported by horizontal software vendors.,Multi-year integration relationships with incumbent vendors create switching barriers for competing entrants.,Annual platform subscriptions; implementation services; support retainers,Monthly subscription structure combined with one-time deployment charges.,Targeted account-based marketing; implementation partners; compliance webinars,1308644,3925932,173455,20 months,approved
SummitSystems,SummitSystems is preparing a commercial platform connected to claims intake within the proptech sector and is seeking funding to complete product development and marketing activities.,proptech,series-a,7792881,SGD,Businesses involved in claims intake often mention administrative inefficiencies but purchasing priorities remain inconsistent.,insurance brokers,Management estimates the market opportunity to be substantial across multiple regions,SummitSystems plans to introduce a platform related to claims intake with a combination of automation features and reporting tools for commercial users.,Historical benchmarking data collected from pilot customers enables risk scoring unavailable through standard ERP systems.,The business intends to establish brand recognition following product launch activities.,Transaction commissions; enterprise licensing; compliance reporting services,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Direct procurement outreach; channel reseller agreements; referral incentives,9364,112456554,664523,4 months,rejected
NorthCapital,NorthCapital develops operational software for warehouse operators managing fleet scheduling. The company is raising capital to expand enterprise integrations and scale regional sales operations.,logistics,pre-seed,7851667,USD,"warehouse operators continue to manage fleet scheduling through spreadsheets and email coordination, increasing operating losses and compliance exposure.",warehouse operators,$74.1B estimated annual addressable spend across 21 national markets,"NorthCapital provides a cloud platform that centralizes fleet scheduling, connects external data feeds, and automates exception handling through configurable workflows.",Native integrations with regional financial and regulatory systems reduce migration friction for enterprise clients.,Existing distribution agreements with sector operators provide direct access to procurement teams across three countries.,Annual platform subscriptions; implementation services; support retainers,Enterprise licensing agreements negotiated on multi-year procurement cycles.,Industry association partnerships; outbound enterprise sales; regional conferences,663674,3318370,27303,14 months,approved
SummitMetrics,SummitMetrics is preparing a commercial platform connected to cross-border payment reconciliation within the proptech sector and is seeking funding to complete product development and marketing activities.,proptech,pre-seed,6185478,SGD,"regional freight operators face ongoing coordination challenges related to cross-border payment reconciliation, although the scale of the issue varies across regions.",regional freight operators,Internal assumptions suggest broad demand among digital businesses,SummitMetrics plans to introduce a platform related to cross-border payment reconciliation with a combination of automation features and reporting tools for commercial users.,Deployment architecture supports intermittent connectivity environments common across secondary markets.,The company expects product flexibility to support future differentiation as the market evolves.,Subscription contracts; onboarding fees; API access charges,Usage-based pricing indexed to transaction activity and storage requirements.,Direct procurement outreach; channel reseller agreements; referral incentives,4679,51234975,176551,6 months,rejected
IronMetrics,IronMetrics is preparing a commercial platform connected to fleet scheduling within the ecommerce sector and is seeking funding to complete product development and marketing activities.,ecommerce,idea,362851,AED,"warehouse operators face ongoing coordination challenges related to fleet scheduling, although the scale of the issue varies across regions.",warehouse operators,Internal assumptions suggest broad demand among digital businesses,IronMetrics plans to introduce a platform related to fleet scheduling with a combination of automation features and reporting tools for commercial users.,Deployment architecture supports intermittent connectivity environments common across secondary markets.,The business intends to establish brand recognition following product launch activities.,Annual platform subscriptions; implementation services; support retainers,Usage-based pricing indexed to transaction activity and storage requirements.,Industry association partnerships; outbound enterprise sales; regional conferences,8302,44937496,741489,8 months,rejected
NorthGrid,NorthGrid develops operational software for vocational training providers managing credential verification. The company is raising capital to expand enterprise integrations and scale regional sales operations.,proptech,pre-seed,3237577,AED,"Companies handling credential verification lack integrated visibility across suppliers, regulators, and internal systems, creating avoidable operational costs.",vocational training providers,$45.8B estimated annual addressable spend across 15 national markets,"NorthGrid provides a cloud platform that centralizes credential verification, connects external data feeds, and automates exception handling through configurable workflows.",Deployment architecture supports intermittent connectivity environments common across secondary markets.,The founding team previously managed operational infrastructure within the target industry and secured early reference accounts.,Annual platform subscriptions; implementation services; support retainers,Tiered annual contracts priced according to active accounts and processing volume.,Industry association partnerships; outbound enterprise sales; regional conferences,2098602,8394408,228279,14 months,approved
