title,summary,sector,stage,targetAmount,currency,problem_statement,problem_targetMarket,problem_marketSize,solution_description,solution_uniqueValue,solution_competitiveAdvantage,businessModel_revenueStreams,businessModel_pricingStrategy,businessModel_customerAcquisition,financials_currentRevenue,financials_projectedRevenue,financials_burnRate,financials_runway,status
NorthGrid,NorthGrid provides enterprise software focused on credential verification for urban transport contractors. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,proptech,idea,1932530,EUR,"Organizations responsible for credential verification frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",urban transport contractors,$25.3B annual operating market across 6 regions,The product centralizes operational coordination associated with credential verification into a unified management environment with configurable workflow logic.,The software includes configurable controls aligned with procurement and reporting requirements.,The implementation framework supports staged account onboarding across distributed operational environments.,Recurring software subscriptions; onboarding retainers; reporting modules,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",132568,385906,106404,22 months,approved
NorthLogic,NorthLogic provides enterprise software focused on patient scheduling for specialty clinics. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,legaltech,pre-seed,6678140,AED,"Operational groups managing patient scheduling typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",specialty clinics,$19.1B annual operating market across 11 regions,The product centralizes operational coordination associated with patient scheduling into a unified management environment with configurable workflow logic.,The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",1311511,25314452,621997,5 months,rejected
ApexCore,ApexCore provides enterprise software focused on claims intake for industrial procurement teams. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,proptech,seed,1889716,GBP,"Organizations responsible for claims intake frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",industrial procurement teams,$12.1B annual operating market across 12 regions,"The software standardizes workflows related to claims intake while supporting audit visibility, role-based access management, and operational tracking.",The implementation framework maintains configurable workflow rules across customer operating environments.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Recurring software subscriptions; onboarding retainers; reporting modules,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",2492251,8865363,62432,17 months,approved
ApexMetrics,"ApexMetrics develops operational software for industrial procurement teams managing patient scheduling. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",ecommerce,series-a,3620697,USD,"Organizations responsible for patient scheduling frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",industrial procurement teams,$45.4B annual operating market across 11 regions,"The software standardizes workflows related to patient scheduling while supporting audit visibility, role-based access management, and operational tracking.",The implementation framework maintains configurable workflow rules across customer operating environments.,The implementation framework supports staged account onboarding across distributed operational environments.,Recurring software subscriptions; onboarding retainers; reporting modules,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",759974,4114895,168735,21 months,approved
DeltaLedger,"DeltaLedger develops operational software for urban transport contractors managing tenant onboarding. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",proptech,seed,4125324,AED,"Organizations responsible for tenant onboarding frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",urban transport contractors,$82.2B annual operating market across 12 regions,The product centralizes operational coordination associated with tenant onboarding into a unified management environment with configurable workflow logic.,The platform supports integration with operational systems commonly used across secondary regional markets.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Annual platform agreements; implementation services; support contracts,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",1553835,15914436,127477,5 months,rejected
DeltaGrid,"DeltaGrid develops operational software for regional insurers managing patient scheduling. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",logistics,series-a,1587959,EUR,Teams handling patient scheduling often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,regional insurers,$7.9B annual operating market across 11 regions,"The software standardizes workflows related to patient scheduling while supporting audit visibility, role-based access management, and operational tracking.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1769706,9511197,150392,26 months,approved
SignalCloud,SignalCloud provides enterprise software focused on inventory forecasting for regional insurers. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,saas,pre-seed,1959791,GBP,"Organizations responsible for inventory forecasting frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",regional insurers,$18.4B annual operating market across 11 regions,"The software standardizes workflows related to inventory forecasting while supporting audit visibility, role-based access management, and operational tracking.",The platform supports integration with operational systems commonly used across secondary regional markets.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",159870,5115290,168106,20 months,approved
NorthLogic,"NorthLogic operates a workflow platform used by regional insurers responsible for claims intake. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",edtech,series-a,868676,USD,"Organizations responsible for claims intake frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",regional insurers,$20.0B annual operating market across 11 regions,"The platform consolidates operational records associated with claims intake, synchronizes data across connected systems, and maintains configurable reporting controls.",The implementation framework maintains configurable workflow rules across customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",278081,957131,167108,17 months,approved
ApexCore,ApexCore provides enterprise software focused on claims intake for industrial procurement teams. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,proptech,seed,8335601,GBP,"Organizations responsible for claims intake frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",industrial procurement teams,$12.1B annual operating market across 12 regions,"The software standardizes workflows related to claims intake while supporting audit visibility, role-based access management, and operational tracking.",The implementation framework maintains configurable workflow rules across customer operating environments.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Recurring software subscriptions; onboarding retainers; reporting modules,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",214025,26162511,519286,3 months,rejected
AtlasMetrics,"AtlasMetrics operates a workflow platform used by retail distribution chains responsible for maintenance dispatching. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",edtech,series-a,2756750,EUR,Teams handling maintenance dispatching often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,retail distribution chains,$7.7B annual operating market across 5 regions,The product centralizes operational coordination associated with maintenance dispatching into a unified management environment with configurable workflow logic.,The software includes configurable controls aligned with procurement and reporting requirements.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1602810,6941633,52379,28 months,approved
VectorLogic,"VectorLogic operates a workflow platform used by warehouse operators responsible for tenant onboarding. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",fintech,series-a,4521268,AED,"Organizations responsible for tenant onboarding frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",warehouse operators,$76.4B annual operating market across 6 regions,"The software standardizes workflows related to tenant onboarding while supporting audit visibility, role-based access management, and operational tracking.",The software includes configurable controls aligned with procurement and reporting requirements.,The implementation framework supports staged account onboarding across distributed operational environments.,Annual platform agreements; implementation services; support contracts,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",865647,26159286,730463,10 months,rejected
AtlasFlow,"AtlasFlow operates a workflow platform used by urban transport contractors responsible for shipment coordination. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",legaltech,seed,4570541,EUR,"Operational groups managing shipment coordination typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",urban transport contractors,$20.0B annual operating market across 17 regions,"The platform consolidates operational records associated with shipment coordination, synchronizes data across connected systems, and maintains configurable reporting controls.",The software includes configurable controls aligned with procurement and reporting requirements.,The implementation framework supports staged account onboarding across distributed operational environments.,Annual platform agreements; implementation services; support contracts,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",2019385,14050007,228248,3 months,rejected
HarborCloud,HarborCloud provides enterprise software focused on crop purchasing for agricultural exporters. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,edtech,pre-seed,8789280,USD,"Operational groups managing crop purchasing typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",agricultural exporters,$47.6B annual operating market across 15 regions,"The platform consolidates operational records associated with crop purchasing, synchronizes data across connected systems, and maintains configurable reporting controls.",The platform supports integration with operational systems commonly used across secondary regional markets.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Usage-based billing; workflow modules; deployment support services,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",2142823,6140027,198389,7 months,rejected
IronSystems,"IronSystems develops operational software for specialty clinics managing vendor reconciliation. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",logistics,seed,8233316,GBP,"Operational groups managing vendor reconciliation typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",specialty clinics,$76.2B annual operating market across 12 regions,"The software standardizes workflows related to vendor reconciliation while supporting audit visibility, role-based access management, and operational tracking.",The platform supports integration with operational systems commonly used across secondary regional markets.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Usage-based billing; workflow modules; deployment support services,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1243186,18955519,674133,4 months,rejected
HarborFlow,"HarborFlow operates a workflow platform used by retail distribution chains responsible for vendor reconciliation. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",legaltech,idea,3140423,EUR,"Operational groups managing vendor reconciliation typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",retail distribution chains,$35.9B annual operating market across 13 regions,"The software standardizes workflows related to vendor reconciliation while supporting audit visibility, role-based access management, and operational tracking.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",2044709,7515433,157646,19 months,approved
SignalLogic,SignalLogic provides enterprise software focused on maintenance dispatching for industrial procurement teams. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,saas,seed,3436490,GBP,Teams handling maintenance dispatching often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,industrial procurement teams,$89.6B annual operating market across 22 regions,"The platform consolidates operational records associated with maintenance dispatching, synchronizes data across connected systems, and maintains configurable reporting controls.",The software includes configurable controls aligned with procurement and reporting requirements.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Recurring software subscriptions; onboarding retainers; reporting modules,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",954521,15841086,232257,10 months,rejected
SignalLogic,SignalLogic provides enterprise software focused on maintenance dispatching for industrial procurement teams. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,saas,seed,3176609,GBP,Teams handling maintenance dispatching often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,industrial procurement teams,$89.6B annual operating market across 22 regions,"The platform consolidates operational records associated with maintenance dispatching, synchronizes data across connected systems, and maintains configurable reporting controls.",The software includes configurable controls aligned with procurement and reporting requirements.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Recurring software subscriptions; onboarding retainers; reporting modules,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",24167,7460588,106383,16 months,approved
PioneerPilot,"PioneerPilot develops operational software for retail distribution chains managing vendor reconciliation. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",saas,series-a,2344949,USD,"Operational groups managing vendor reconciliation typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",retail distribution chains,$69.3B annual operating market across 18 regions,"The software standardizes workflows related to vendor reconciliation while supporting audit visibility, role-based access management, and operational tracking.",The implementation framework maintains configurable workflow rules across customer operating environments.,The implementation framework supports staged account onboarding across distributed operational environments.,Usage-based billing; workflow modules; deployment support services,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",136173,5760547,127646,14 months,approved
ApexFlow,"ApexFlow develops operational software for industrial procurement teams managing patient scheduling. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",logistics,series-a,2787827,SGD,"Operational groups managing patient scheduling typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",industrial procurement teams,$65.4B annual operating market across 18 regions,"The software standardizes workflows related to patient scheduling while supporting audit visibility, role-based access management, and operational tracking.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",89147,6075784,114635,15 months,approved
HarborSystems,"HarborSystems develops operational software for specialty clinics managing compliance tracking. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",logistics,seed,6218088,GBP,"Operational groups managing compliance tracking typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",specialty clinics,$58.7B annual operating market across 21 regions,The product centralizes operational coordination associated with compliance tracking into a unified management environment with configurable workflow logic.,The implementation framework maintains configurable workflow rules across customer operating environments.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Annual platform agreements; implementation services; support contracts,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",2474995,17922468,162326,9 months,rejected
NorthSystems,"NorthSystems develops operational software for retail distribution chains managing credential verification. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",ecommerce,pre-seed,8356316,GBP,"Organizations responsible for credential verification frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",retail distribution chains,$13.9B annual operating market across 22 regions,"The platform consolidates operational records associated with credential verification, synchronizes data across connected systems, and maintains configurable reporting controls.",The implementation framework maintains configurable workflow rules across customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",1989233,11568857,750607,9 months,rejected
GraniteCore,"GraniteCore operates a workflow platform used by urban transport contractors responsible for credential verification. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",logistics,series-a,557723,EUR,"Operational groups managing credential verification typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",urban transport contractors,$15.1B annual operating market across 18 regions,"The platform consolidates operational records associated with credential verification, synchronizes data across connected systems, and maintains configurable reporting controls.",The implementation framework maintains configurable workflow rules across customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",106394,5004824,163949,14 months,approved
NorthBridge,"NorthBridge develops operational software for specialty clinics managing claims intake. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",cleantech,pre-seed,886289,EUR,"Operational groups managing claims intake typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",specialty clinics,$61.7B annual operating market across 11 regions,"The software standardizes workflows related to claims intake while supporting audit visibility, role-based access management, and operational tracking.",The platform supports integration with operational systems commonly used across secondary regional markets.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Recurring software subscriptions; onboarding retainers; reporting modules,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",901444,4159076,97166,22 months,approved
SummitLogic,"SummitLogic develops operational software for regional insurers managing vendor reconciliation. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",fintech,pre-seed,3485441,SGD,"Organizations responsible for vendor reconciliation frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",regional insurers,$16.6B annual operating market across 14 regions,"The software standardizes workflows related to vendor reconciliation while supporting audit visibility, role-based access management, and operational tracking.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Usage-based billing; workflow modules; deployment support services,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",1216745,24958870,676357,10 months,rejected
LatticeLedger,LatticeLedger provides enterprise software focused on crop purchasing for retail distribution chains. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,ecommerce,seed,3501593,GBP,Teams handling crop purchasing often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,retail distribution chains,$74.0B annual operating market across 12 regions,"The software standardizes workflows related to crop purchasing while supporting audit visibility, role-based access management, and operational tracking.",The platform supports integration with operational systems commonly used across secondary regional markets.,The implementation framework supports staged account onboarding across distributed operational environments.,Annual platform agreements; implementation services; support contracts,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",304664,5372798,775834,6 months,rejected
NorthWorks,"NorthWorks operates a workflow platform used by regional insurers responsible for crop purchasing. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",proptech,pre-seed,2366225,SGD,Teams handling crop purchasing often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,regional insurers,$85.6B annual operating market across 9 regions,The product centralizes operational coordination associated with crop purchasing into a unified management environment with configurable workflow logic.,The software includes configurable controls aligned with procurement and reporting requirements.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Recurring software subscriptions; onboarding retainers; reporting modules,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1654553,7413543,72405,17 months,approved
IronPilot,IronPilot provides enterprise software focused on credential verification for industrial procurement teams. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,proptech,seed,9234995,USD,"Organizations responsible for credential verification frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",industrial procurement teams,$5.3B annual operating market across 15 regions,"The platform consolidates operational records associated with credential verification, synchronizes data across connected systems, and maintains configurable reporting controls.",The deployment architecture supports phased onboarding across distributed customer operating environments.,The implementation framework supports staged account onboarding across distributed operational environments.,Recurring software subscriptions; onboarding retainers; reporting modules,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",2261217,14690084,124146,6 months,rejected
SummitLogic,"SummitLogic develops operational software for regional insurers managing vendor reconciliation. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",fintech,pre-seed,1240405,SGD,"Organizations responsible for vendor reconciliation frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",regional insurers,$16.6B annual operating market across 14 regions,"The software standardizes workflows related to vendor reconciliation while supporting audit visibility, role-based access management, and operational tracking.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Deployment operations follow a structured onboarding process across customer operating environments with phased implementation support during rollout.,Usage-based billing; workflow modules; deployment support services,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",126379,2659300,126498,22 months,approved
SignalBridge,"SignalBridge operates a workflow platform used by retail distribution chains responsible for tenant onboarding. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",cleantech,idea,7334338,AED,"Operational groups managing tenant onboarding typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",retail distribution chains,$83.5B annual operating market across 5 regions,"The platform consolidates operational records associated with tenant onboarding, synchronizes data across connected systems, and maintains configurable reporting controls.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",1170215,9210589,188990,4 months,rejected
ApexBase,"ApexBase operates a workflow platform used by industrial procurement teams responsible for maintenance dispatching. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",healthtech,seed,3206418,EUR,"Organizations responsible for maintenance dispatching frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",industrial procurement teams,$46.3B annual operating market across 17 regions,The product centralizes operational coordination associated with maintenance dispatching into a unified management environment with configurable workflow logic.,The implementation framework maintains configurable workflow rules across customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1904310,5494941,61320,27 months,approved
DeltaFlow,"DeltaFlow operates a workflow platform used by urban transport contractors responsible for crop purchasing. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",cleantech,pre-seed,549504,EUR,"Organizations responsible for crop purchasing frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",urban transport contractors,$65.6B annual operating market across 7 regions,"The software standardizes workflows related to crop purchasing while supporting audit visibility, role-based access management, and operational tracking.",The software includes configurable controls aligned with procurement and reporting requirements.,The implementation framework supports staged account onboarding across distributed operational environments.,Usage-based billing; workflow modules; deployment support services,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",104474,305802,153428,22 months,approved
DeltaBase,"DeltaBase develops operational software for commercial property groups managing vendor reconciliation. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",legaltech,seed,2613151,SGD,"Organizations responsible for vendor reconciliation frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",commercial property groups,$58.6B annual operating market across 20 regions,The product centralizes operational coordination associated with vendor reconciliation into a unified management environment with configurable workflow logic.,The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Recurring software subscriptions; onboarding retainers; reporting modules,"Commercial agreements are indexed to deployment scope, transaction activity, and active operating locations.","The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",2075160,4815098,86768,21 months,approved
SummitBase,SummitBase provides enterprise software focused on claims intake for urban transport contractors. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,edtech,pre-seed,1897570,EUR,"Organizations responsible for claims intake frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",urban transport contractors,$6.9B annual operating market across 16 regions,"The platform consolidates operational records associated with claims intake, synchronizes data across connected systems, and maintains configurable reporting controls.",The implementation framework maintains configurable workflow rules across customer operating environments.,The implementation framework supports staged account onboarding across distributed operational environments.,Recurring software subscriptions; onboarding retainers; reporting modules,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"The company sources accounts through regional implementation partners, outbound sales outreach, and executive referral networks.",35398,8838391,166806,20 months,approved
ApexBridge,"ApexBridge develops operational software for independent legal practices managing shipment coordination. The current financing round supports deployment capacity, onboarding operations, and implementation coverage across additional markets.",fintech,idea,2546801,GBP,"Organizations responsible for shipment coordination frequently coordinate activity across disconnected systems, vendor portals, and manual reporting workflows.",independent legal practices,$20.1B annual operating market across 10 regions,The product centralizes operational coordination associated with shipment coordination into a unified management environment with configurable workflow logic.,The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Annual platform agreements; implementation services; support contracts,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1428364,6480194,110703,16 months,approved
IronSystems,"IronSystems operates a workflow platform used by commercial property groups responsible for inventory forecasting. Capital from the current round is allocated toward integration support, implementation staffing, and account expansion activity.",agritech,pre-seed,8561861,SGD,Teams handling inventory forecasting often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,commercial property groups,$46.9B annual operating market across 16 regions,"The software standardizes workflows related to inventory forecasting while supporting audit visibility, role-based access management, and operational tracking.",The platform supports integration with operational systems commonly used across secondary regional markets.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Customer acquisition relies on procurement referrals, implementation partners, and direct enterprise sales activity.",251561,13876546,525108,4 months,rejected
GraniteBase,GraniteBase provides enterprise software focused on patient scheduling for commercial property groups. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,proptech,idea,2678105,EUR,"Operational groups managing patient scheduling typically lack centralized visibility across reporting environments, vendor records, and implementation workflows.",commercial property groups,$94.7B annual operating market across 10 regions,The product centralizes operational coordination associated with patient scheduling into a unified management environment with configurable workflow logic.,The implementation framework maintains configurable workflow rules across customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Recurring software subscriptions; onboarding retainers; reporting modules,Pricing combines recurring subscription commitments with onboarding and reporting service charges.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",1637552,5858738,69412,25 months,approved
AtlasFlow,AtlasFlow provides enterprise software focused on shipment coordination for independent legal practices. The company is raising funding to support regional deployment operations and commercial onboarding capacity.,ecommerce,pre-seed,4578678,USD,Teams handling shipment coordination often rely on fragmented operational processes requiring repeated reconciliation between internal systems and external service providers.,independent legal practices,$88.7B annual operating market across 9 regions,"The software standardizes workflows related to shipment coordination while supporting audit visibility, role-based access management, and operational tracking.",The deployment architecture supports phased onboarding across distributed customer operating environments.,Customer deployments are managed through standardized implementation procedures across account operating environments.,Usage-based billing; workflow modules; deployment support services,Customers are billed through annual contracts aligned with usage activity and implementation requirements.,"Commercial growth is supported through pilot deployments, sector conferences, and referral relationships.",2272760,20947020,255813,4 months,rejected
